1.000000000	0.293832656	0.493068691	0.293832656	0.027172461	0.009182867	0.326921895	0.190460130	0.326921895	0.493068691	0.493068691	0.019506570	0.293832656	0.022195037	0.190460130	0.243116734	0.205740661	0.119873250	0.266368216	0.223130160	0.144208996	0.190460130	0.127256211	0.153995993	0.027172461	0.420620026	0.205740661	0.293832656	0.367879441	0.223130160	0.176921206	0.493068691	0.223130160	0.015712292	0.027172461	0.493068691	0.493068691	0.049787068	0.493068691
0.293832656	1.000000000	0.367879441	0.205740661	0.031301113	0.008264124	0.420620026	0.127256211	0.606530660	0.293832656	0.293832656	0.020796234	0.205740661	0.022195037	0.144208996	0.176921206	0.176921206	0.095827279	0.190460130	0.164840715	0.113103780	0.144208996	0.101136130	0.119873250	0.025368815	0.266368216	0.153995993	0.243116734	0.243116734	0.164840715	0.135335283	0.293832656	0.326921895	0.013953821	0.023714766	0.293832656	0.293832656	0.042329220	0.293832656
0.493068691	0.367879441	1.000000000	0.293832656	0.027172461	0.008708842	0.326921895	0.164840715	0.326921895	0.493068691	0.493068691	0.019506570	0.293832656	0.020796234	0.190460130	0.243116734	0.205740661	0.119873250	0.266368216	0.223130160	0.144208996	0.190460130	0.127256211	0.153995993	0.029143193	0.420620026	0.205740661	0.293832656	0.367879441	0.223130160	0.176921206	0.493068691	0.266368216	0.015712292	0.027172461	0.493068691	0.493068691	0.049787068	0.493068691
0.293832656	0.205740661	0.293832656	1.000000000	0.029143193	0.009182867	0.223130160	0.127256211	0.223130160	0.293832656	0.293832656	0.017214225	0.205740661	0.019506570	0.144208996	0.176921206	0.153995993	0.106877926	0.190460130	0.164840715	0.127256211	0.144208996	0.113103780	0.119873250	0.025368815	0.266368216	0.153995993	0.205740661	0.243116734	0.164840715	0.135335283	0.293832656	0.164840715	0.013953821	0.029143193	0.293832656	0.293832656	0.045857936	0.293832656
0.027172461	0.031301113	0.027172461	0.029143193	1.000000000	0.006737947	0.030197383	0.032457384	0.032457384	0.027172461	0.027172461	0.007454186	0.023714766	0.011422891	0.021481292	0.022195037	0.025368815	0.020796234	0.022938990	0.022938990	0.024524093	0.022938990	0.028135752	0.019506570	0.014369596	0.026250902	0.022195037	0.025368815	0.029143193	0.021481292	0.020796234	0.027172461	0.030197383	0.006254552	0.014369596	0.027172461	0.027172461	0.018315639	0.027172461
0.009182867	0.008264124	0.008708842	0.009182867	0.006737947	1.000000000	0.008482959	0.008482959	0.008482959	0.008708842	0.008708842	0.003493489	0.008708842	0.006102727	0.008942049	0.008708842	0.009182867	0.007085198	0.008052076	0.007647342	0.007266875	0.007647342	0.010512221	0.008264124	0.005278865	0.008942049	0.009182867	0.010228517	0.008264124	0.007266875	0.007454186	0.009182867	0.008052076	0.004086771	0.008708842	0.008708842	0.009182867	0.008708842	0.008708842
0.326921895	0.420620026	0.326921895	0.223130160	0.030197383	0.008482959	1.000000000	0.135335283	0.493068691	0.326921895	0.326921895	0.021481292	0.266368216	0.024524093	0.153995993	0.190460130	0.164840715	0.101136130	0.205740661	0.176921206	0.135335283	0.176921206	0.106877926	0.127256211	0.024524093	0.293832656	0.164840715	0.223130160	0.266368216	0.176921206	0.144208996	0.326921895	0.367879441	0.014369596	0.026250902	0.326921895	0.326921895	0.044046957	0.326921895
0.190460130	0.127256211	0.164840715	0.127256211	0.032457384	0.008482959	0.135335283	1.000000000	0.135335283	0.164840715	0.164840715	0.015712292	0.127256211	0.022938990	0.095827279	0.113103780	0.101136130	0.067705870	0.119873250	0.106877926	0.078119954	0.095827279	0.106877926	0.082084999	0.024524093	0.153995993	0.101136130	0.127256211	0.144208996	0.106877926	0.090907228	0.164840715	0.106877926	0.012792465	0.018899365	0.164840715	0.164840715	0.037676480	0.164840715
0.326921895	0.606530660	0.326921895	0.223130160	0.032457384	0.008482959	0.493068691	0.135335283	1.000000000	0.326921895	0.326921895	0.021481292	0.223130160	0.022938990	0.153995993	0.190460130	0.190460130	0.101136130	0.205740661	0.176921206	0.119873250	0.153995993	0.106877926	0.127256211	0.024524093	0.293832656	0.164840715	0.266368216	0.266368216	0.176921206	0.144208996	0.326921895	0.293832656	0.014369596	0.024524093	0.326921895	0.326921895	0.044046957	0.326921895
0.493068691	0.293832656	0.493068691	0.293832656	0.027172461	0.008708842	0.326921895	0.164840715	0.326921895	1.000000000	0.493068691	0.019506570	0.367879441	0.020796234	0.223130160	0.243116734	0.205740661	0.119873250	0.266368216	0.223130160	0.144208996	0.223130160	0.127256211	0.176921206	0.029143193	0.420620026	0.243116734	0.293832656	0.367879441	0.223130160	0.176921206	0.493068691	0.223130160	0.016694493	0.027172461	0.493068691	0.493068691	0.049787068	0.493068691
